YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2000 1 100.73 1.68 -9.07 -3.69 16.62 10.75
2000 2 40.28 1.7 -9.53 -3.92 19.67 11.23
2000 3 111.02 5.95 -5.67 0.14 39.87 11.62
2000 4 67.05 14.63 0.55 7.59 82.11 14.08
2000 5 80.61 21.75 7.46 14.6 132.87 14.29
2000 6 96.4 24.56 11.62 18.09 149.91 12.94
2000 7 86.6 27.76 14.35 21.05 172.54 13.41
2000 8 94.42 27.97 14.6 21.28 160.6 13.37
2000 9 176.24 23.2 11.58 17.39 109.59 11.61
2000 10 97.28 17.93 5.31 11.62 75.26 12.62
2000 11 129.35 10.6 -1.16 4.72 37.63 11.76
2000 12 63.78 3.52 -7.04 -1.76 19.53 10.57
2001 1 74 -0.02 -11.25 -5.64 14.64 11.22
2001 2 120.21 2.04 -8.28 -3.12 19.94 10.32
2001 3 119.32 8.37 -2.85 2.76 44.91 11.22
2001 4 115.71 13.49 1.73 7.61 75.09 11.76
2001 5 43.98 22.95 6.84 14.9 142.36 16.11
2001 6 91.04 25.23 12.15 18.69 153.27 13.08
2001 7 96.96 29.51 15.06 22.29 184.78 14.45
2001 8 57.2 28.04 14.26 21.15 162.49 13.78
2001 9 104.77 22.92 9.86 16.39 112.9 13.05
2001 10 169.04 18.22 5.07 11.65 76.9 13.15
2001 11 63.91 11.33 -0.55 5.39 38.95 11.88
2001 12 125.89 5.16 -5.04 0.06 21.36 10.2
2002 1 73.11 3.65 -7.31 -1.83 19 10.96
2002 2 152.46 2.12 -8.32 -3.1 20.08 10.43
2002 3 150.71 6.14 -4.11 1.02 39.27 10.25
2002 4 82.53 14.72 1.66 8.19 80.93 13.06
2002 5 71.61 20.57 5.67 13.12 129.44 14.9
2002 6 68.83 26.85 13.25 20.05 162.02 13.59
2002 7 205.78 28.37 14.98 21.68 175.11 13.38
2002 8 73.46 27.62 14.19 20.91 159.42 13.43
2002 9 164.62 23.94 10.39 17.17 117.65 13.55
2002 10 239.8 17.29 3.55 10.42 75.34 13.74
2002 11 127.01 10.27 1.07 5.67 34.69 9.2
2002 12 87.58 2.57 -6.84 -2.14 18 9.42
2003 1 55.31 2.15 -8.79 -3.32 17.21 10.95
2003 2 68.61 2 -9.7 -3.85 20.89 11.7
2003 3 43.08 6.91 -4.61 1.15 42.42 11.52
2003 4 155.07 13.94 0.97 7.46 79 12.96
2003 5 73.14 21.11 6.85 13.98 130.78 14.25
2003 6 83.26 25.91 11.7 18.8 160.51 14.22
2003 7 25.56 29.76 14.76 22.26 187.94 15
2003 8 38.68 28.02 14.37 21.19 161.27 13.65
2003 9 46.17 24.34 9.73 17.03 120.77 14.61
2003 10 90.03 18.54 4.99 11.76 77.54 13.55
2003 11 95.62 10.43 0.08 5.26 35.73 10.35
2003 12 37.2 4.61 -6.6 -1 20.94 11.22
2004 1 70.09 1.92 -8.83 -3.45 16.9 10.75
2004 2 91.14 0.49 -10.07 -4.79 17.88 10.56
2004 3 41.21 6.64 -4.66 0.99 41.17 11.3
2004 4 152.88 13.71 2.26 7.98 75.17 11.45
2004 5 85.36 20.59 7.75 14.17 124.26 12.84
2004 6 74.5 26.6 11.35 18.98 166.72 15.24
2004 7 22.9 28.4 14.9 21.65 175.75 13.5
2004 8 43.71 27 13 20 158.92 14
2004 9 58.22 24.77 10.14 17.45 123.26 14.63
2004 10 181.61 18.77 4.88 11.83 79.52 13.89
2004 11 122.49 9.46 -1.06 4.2 34.78 10.52
2004 12 268.96 3.7 -4.86 -0.58 18.87 8.56
2005 1 147.72 0.25 -11.18 -5.47 14.98 11.43
2005 2 116.35 3.47 -8.85 -2.69 22.42 12.32
2005 3 58.27 6.69 -5.48 0.6 41.86 12.17
2005 4 40.73 15.19 0.76 7.97 84.34 14.42
2005 5 65.26 21.58 6.79 14.19 133.42 14.79
2005 6 84.59 26.19 12.72 19.46 158.73 13.46
2005 7 22.91 29.02 14.77 21.9 181.67 14.25
2005 8 103.41 27.84 14.46 21.15 160.1 13.38
2005 9 108.85 21.77 10.4 16.08 104.42 11.37
2005 10 16.66 18.3 2.74 10.52 80.46 15.56
2005 11 67.21 10.45 0.37 5.41 35.91 10.08
2005 12 75.67 2.16 -7.06 -2.45 17.46 9.22
2006 1 178.81 -0.08 -10.9 -5.49 14.55 10.83
2006 2 110.05 2.23 -8.4 -3.08 20.28 10.63
2006 3 39.31 5.81 -5.2 0.31 39.19 11.02
2006 4 79.5 15.48 2.04 8.76 83.89 13.44
2006 5 103.69 20.01 6.57 13.29 123.62 13.44
2006 6 73.25 25.87 12.2 19.03 158.13 13.67
2006 7 59.32 28.05 15.57 21.81 169.68 12.48
2006 8 89.73 27.51 13.64 20.57 160.55 13.86
2006 9 145.88 23.18 9.81 16.49 114.59 13.37
2006 10 34.45 18.81 4.92 11.87 79.63 13.89
2006 11 67.72 9.43 -2.17 3.63 35.56 11.6
2006 12 168.88 3.39 -5.51 -1.06 18.7 8.9
2007 1 48.14 1.71 -8.91 -3.6 16.63 10.62
2007 2 48.82 3.66 -9.15 -2.75 23.59 12.81
2007 3 36.46 5.77 -5.96 -0.1 39.99 11.73
2007 4 38.73 14.35 0.81 7.58 81.16 13.54
2007 5 96.86 20.05 7.65 13.85 121.45 12.39
2007 6 71.52 25.06 12.08 18.57 152.41 12.98
2007 7 123.02 28.23 15.04 21.64 173.52 13.2
2007 8 129.72 26.47 14.4 20.44 148.66 12.07
2007 9 85.44 23.01 9.94 16.48 112.39 13.06
2007 10 54.38 18.75 3.21 10.98 80.82 15.53
2007 11 131.49 12.3 0.26 6.28 40.23 12.04
2007 12 96.87 3.57 -5.14 -0.79 18.67 8.7
2008 1 88.94 0.02 -11.44 -5.71 14.71 11.46
2008 2 95.34 3.18 -9.76 -3.29 22.07 12.94
2008 3 154.78 6.65 -4.3 1.17 40.94 10.95
2008 4 29.26 15.41 1.27 8.34 84.71 14.14
2008 5 93.56 20.61 6.01 13.31 128.96 14.6
2008 6 67.4 26.01 12.12 19.07 159.48 13.88
2008 7 90.83 28.45 14.84 21.65 176.47 13.61
2008 8 58.48 27.61 14.67 21.14 157.39 12.94
2008 9 93.99 23.13 8.44 15.79 117.68 14.7
2008 10 49.97 18.52 3.75 11.14 80.1 14.78
2008 11 74.99 10.24 -2.08 4.08 37.42 12.32
2008 12 116.8 6.32 -3.61 1.35 22.6 9.93
2009 1 44.61 -0.46 -10.93 -5.7 14.07 10.47
2009 2 117.89 3.52 -7.34 -1.91 22.15 10.86
2009 3 165.5 7.34 -3.36 1.99 42.19 10.69
2009 4 99.92 14.52 1.74 8.13 79.87 12.78
2009 5 46.22 20.44 5.81 13.12 128.3 14.63
2009 6 149.31 24.78 13.38 19.08 144.59 11.4
2009 7 49.95 29.2 15.33 22.27 180.89 13.87
2009 8 7.22 27.88 13.61 20.75 163.63 14.27
2009 9 75.12 24.27 10.29 17.28 119.91 13.98
2009 10 112.45 15.87 3.87 9.87 69.03 12
2009 11 43.92 9.47 -1.56 3.96 35.21 11.03
2009 12 58.11 3.98 -6.12 -1.07 19.91 10.1
2010 1 97.09 0.91 -10.47 -4.78 15.78 11.37
2010 2 62.87 2.55 -9.47 -3.46 21.03 12.03
2010 3 158.31 9.06 -2.23 3.41 46.46 11.29
2010 4 63.29 14.75 1.41 8.08 81.42 13.33
2010 5 131.4 18.51 5.41 11.96 116.82 13.1
2010 6 66.65 26.8 12.32 19.56 165.11 14.49
2010 7 134.06 28.26 14.24 21.25 177.24 14.01
2010 8 95.27 27.48 14.78 21.13 155.93 12.7
2010 9 207.18 23.28 10.74 17.01 112.66 12.54
2010 10 62.9 17.71 4.73 11.23 75.3 12.98
2010 11 177.39 10.33 -0.12 5.1 36.08 10.45
2010 12 42.3 2.28 -6.64 -2.18 17.46 8.92
2011 1 101.35 0.54 -9.4 -4.43 15.15 9.94
2011 2 139.43 3.02 -8.46 -2.72 22.37 11.48
2011 3 96.87 7.48 -3.29 2.09 43.06 10.77
2011 4 44.18 13.97 0.99 7.48 79.12 12.98
2011 5 163.04 21.48 7.6 14.54 131.33 13.88
2011 6 139.69 25.59 13.66 19.63 150.36 11.93
2011 7 63.68 28.4 15.38 21.89 173.45 13.02
2011 8 152.25 28.78 14.26 21.52 167.71 14.52
2011 9 174.34 21.29 9.24 15.26 104.12 12.05
2011 10 102.32 18.71 3.55 11.13 80.24 15.15
2011 11 101.91 11.37 -0.96 5.21 38.9 12.33
2011 12 164.3 4.02 -5.37 -0.68 19.52 9.39
2012 1 81.53 0.52 -10.64 -5.06 15.3 11.17
2012 2 73.64 2 -8.09 -3.05 19.81 10.09
2012 3 124.74 8.06 -2.28 2.89 43.38 10.34
2012 4 45.58 15.37 1.51 8.44 84.17 13.86
2012 5 116.04 20.32 7.95 14.14 121.86 12.38
2012 6 113.71 26.44 13.91 20.17 156.03 12.52
2012 7 99.63 29.05 15.54 22.29 178.71 13.51
2012 8 119.86 27.55 14.89 21.22 155.98 12.65
2012 9 99.53 23.77 10.75 17.26 115.63 13.02
2012 10 69.33 16.35 2.55 9.45 72.92 13.81
2012 11 82.83 12.79 1.53 7.16 40.82 11.27
2012 12 49.78 2.28 -6.9 -2.31 17.57 9.18
2013 1 153.01 3.31 -7.97 -2.33 18.67 11.28
2013 2 19.74 1.63 -10.34 -4.36 19.67 11.97
2013 3 91.7 7.78 -2.38 2.7 42.59 10.16
2013 4 195.48 14.35 2.23 8.29 78.26 12.12
2013 5 111.11 20.58 5.43 13.01 130.08 15.15
2013 6 115.88 25.54 13.38 19.46 150.83 12.15
2013 7 46.33 29 14.87 21.93 181.12 14.13
2013 8 50.23 27.8 13.54 20.67 163.24 14.26
2013 9 157.57 23.02 10.54 16.78 111.61 12.47
2013 10 115.77 18.95 4.36 11.66 81.03 14.59
2013 11 144.56 10.56 0.51 5.54 36.06 10.05
2013 12 79.26 3.25 -7.5 -2.13 19.25 10.75
2014 1 21.12 0.97 -9.24 -4.13 15.69 10.21
2014 2 87.27 1.62 -10.01 -4.2 19.62 11.64
2014 3 29.3 6.23 -5.42 0.4 40.5 11.64
2014 4 126.51 12.88 1.48 7.18 72.66 11.4
2014 5 154.89 21.24 8.14 14.69 127.56 13.1
2014 6 120.6 24.71 12.23 18.47 148.76 12.48
2014 7 47.2 28.13 14.88 21.51 173.45 13.24
2014 8 272.45 26.93 13.74 20.34 155.68 13.2
2014 9 88.63 22.71 9.06 15.88 113.77 13.66
2014 10 115.41 18.09 4.89 11.49 76.65 13.21
2014 11 62.04 9.89 -1.06 4.41 35.83 10.96
2014 12 58 2.65 -8.86 -3.1 18.67 11.51
2015 1 73.27 1.06 -9.57 -4.26 15.87 10.63
2015 2 40.23 0.53 -11.23 -5.35 18.7 11.76
2015 3 80.82 5.84 -5.44 0.2 39.86 11.28
2015 4 76.23 13.05 0.02 6.53 76.31 13.03
2015 5 148.14 20.14 8.01 14.07 120.98 12.13
2015 6 123.57 25.68 12.45 19.07 155.95 13.23
2015 7 23.2 28.51 13.81 21.16 180.89 14.69
2015 8 102.91 26.57 13.23 19.9 154.08 13.33
2015 9 69.84 22.89 9.6 16.25 112.62 13.29
2015 10 70.27 17.8 4.56 11.18 75.12 13.23
2015 11 234.06 9.51 0.52 5.02 32.94 8.99
2015 12 29.97 2.61 -6.95 -2.17 17.98 9.56
2016 1 125.79 0.65 -10.23 -4.79 15.42 10.88
2016 2 40.25 3.78 -7.05 -1.64 22.49 10.83
2016 3 81.31 7.75 -4.94 1.41 44.6 12.69
2016 4 77.54 15.61 2.01 8.81 84.54 13.6
2016 5 73.75 22.06 8.1 15.08 133.26 13.96
2016 6 118.71 24.71 11.87 18.29 150.12 12.83
2016 7 59.12 28.48 15.01 21.74 176 13.47
2016 8 53.53 26.88 12.53 19.71 159.68 14.35
2016 9 155.08 23.29 10 16.64 114.75 13.29
2016 10 305.36 16.38 4.5 10.44 70.1 11.88
2016 11 70.29 10.69 -0.73 4.98 37.52 11.42
2016 12 81.49 2.91 -7.72 -2.41 18.79 10.63
2017 1 113.98 -0.26 -11.58 -5.92 14.36 11.33
2017 2 94.67 2.34 -9.77 -3.72 20.72 12.11
2017 3 153.07 4.94 -5.32 -0.19 36.78 10.27
2017 4 176.77 13.92 1.89 7.91 76.82 12.03
2017 5 68 19.94 6.17 13.06 124.2 13.77
2017 6 96.46 26.14 13.2 19.68 156.54 12.94
2017 7 78.67 29.36 14.28 21.82 186.55 15.08
2017 8 57.21 27.32 13.05 20.18 161.21 14.26
2017 9 127.38 22.81 11.12 16.96 108.64 11.69
2017 10 40.97 16.88 3.51 10.19 73.71 13.37
2017 11 71.78 12.24 1.51 6.87 39.37 10.72
2017 12 103.64 3.67 -6.34 -1.34 19.5 10
